Zipcode,Total Population 2015,Total Population 2015 Margin of Error,Total Unemployment 2015,Total Unemployment 2015 margin of Error,Age Group 16-19 2015,Age Group 16-19 2015 Margin of Error,Age Group 16-19 2015 Unemployment,Age Group 16-19 2015 Unemployment Margin of Error,Age Group 20-24 2015,Age Group 20-24 2015 Margin of Error,Age Group 20-24 2015 Unemployment,Age Group 20-24 2015 Unemployment Margin of Error,Age Group 25-29 2015,Age Group 25-29 2015 Margin of Error,Age Group 25-29 2015 Unemployment,Age Group 25-29 2015 Unemployment Margin of Error,Age Group 30-34 2015,Age Group 30-34 2015 Margin of Error,Age Group 30-34 2015 Unemployment,Age Group 30-34 2015 Unemployment Margin of Error,Age Group 35-44 2015,Age Group 35-44 2015 Margin of Error,Age Group 35-44 2015 Unemployment,Age Group 35-44 2015 Unemployment Margin of Error,Age Group 45-54 2015,Age Group 45-54 2015 Margin of Error,Age Group 45-54 2015 Unemployment,Age Group 45-54 2015 Unemployment Margin of Error,Age Group 55-64 2015,Age Group 55-64 2015 Margin of Error,Age Group 55-64 2015 Unemployment,Age Group 55-64 2015 Unemployment Margin of Error,Age Group 60-64 2015,Age Group 60-64 2015 Margin of Error,Age Group 60-64 2015 Unemployment,Age Group 60-64 2015 Unemployment Margin of Error,Age Group 65-74 2015,Age Group 65-74 2015 Margin of Error,Age Group 65-74 2015 Unemployment,Age Group 65-74 2015 Unemployment Margin of Error,Age Group 75+ 2015,Age Group 75+ 2015 Margin of Error,Age Group 75+ 2015 Unemployment,Age Group 75+ 2015 Unemployment Margin of Error
80601,27225,666,6,1.6,1988,295,19.1,8.7,2493,438,12.3,7.3,2397,355,5.9,4,3288,418,5.5,4.3,5547,456,5.5,2.8,4707,413,3.1,2.2,1810,332,1.5,2,1519,268,1.7,2.8,2141,319,11.9,10.5,1335,235,0,33.3
80602,21955,690,4.1,0.8,1344,243,27.1,10.2,1303,362,9.4,6.2,1685,260,6.6,4.6,2152,326,3.9,1.9,6288,467,2.1,1.1,4203,333,1.3,0.8,1420,218,1,1.1,1344,261,7.7,7,1648,181,1.8,3.1,568,142,0,41.6
80603,8814,479,4.9,1.8,429,154,28.4,25.7,663,172,7.6,7.3,714,182,1.4,2.3,897,221,0,4.4,1737,358,4.7,4.2,1679,252,3.5,3.5,872,226,1.8,2.7,658,182,4.1,4.7,718,170,22.2,29.5,447,121,0,42.5
80610,2132,193,9.3,4.8,99,43,41.3,33.8,148,68,6.5,7.8,184,110,6.6,11.4,256,98,10.3,8.2,278,84,0,11.6,457,105,13.1,13.1,169,61,19.5,25.8,192,62,0,28.2,230,85,0,27.9,119,54,26.7,40.7
80611,524,92,4.9,3.5,63,34,40.7,20.2,12,8,0,100,21,12,0,100,31,23,0,59.4,67,28,0,38.8,116,42,3.1,4.3,78,40,4,6.4,69,34,0,43,53,20,0,76.1,14,10,0,100
80612,415,193,4.7,6.5,34,40,-,**,22,30,-,**,0,11,-,**,35,41,0,48.2,79,79,0,30.6,82,48,16.7,20.4,56,50,0,42,16,24,0,71.2,76,52,0,95,15,25,-,**
80615,5977,440,3.2,2,456,162,14.3,17,359,142,0,8.5,290,123,0,11.2,455,125,2.4,3.7,1231,218,2.7,3.7,1210,235,1.8,2.6,612,195,3.6,4.7,475,142,10.5,14.6,631,165,0,28.2,258,111,0,63.7
80620,13262,576,6.1,1.8,983,251,12,13.6,1832,366,7.2,4.9,2018,321,4.2,3.2,1500,336,5.1,3.9,2389,374,7.8,3.9,1918,328,5.4,4.3,685,179,0,6.2,659,200,3.8,6.4,847,152,13.1,11.5,431,133,0,79
80621,8963,365,6.2,1.6,659,141,39.2,16.9,628,138,16.3,12.2,603,152,3.6,5.7,933,208,5.2,7.2,1309,176,5.6,3.2,1705,249,4,2.8,955,191,1.3,2,806,169,5,4,829,155,1.8,3.5,536,106,0,39.5
80622,143,72,0,28.2,20,26,-,**,0,11,-,**,21,25,0,82.3,25,20,0,57,46,28,0,48.9,17,19,0,90.1,8,13,0,100,4,6,-,**,0,11,-,**,2,7,-,**
80623,693,178,9.1,5.1,65,44,0,100,81,48,26.6,25.7,56,31,0,47.5,57,39,0,57,83,42,14.7,11.7,122,51,2.5,4.5,84,40,0,36.7,41,23,20,28.9,60,40,0,71.2,44,23,0,100
80624,880,229,4.7,5.2,32,31,0,100,59,42,0,37,73,31,30.1,28.2,158,85,0,27.5,154,104,0,17.6,228,135,0,13.2,75,54,0,35.3,55,51,0,38.4,0,11,-,**,46,51,100,82.2
80631,40216,936,11.8,1.5,5801,462,20.6,6.1,7799,462,13.5,3.1,4459,434,11.3,4.1,3469,387,12.5,4.3,5160,496,9.2,2.9,4930,485,11.9,3.4,2010,235,8.5,4.1,2022,244,3.1,3,2527,281,5.4,5.2,2039,279,8.3,11.8
80634,42902,1007,6.5,1.2,2544,338,30.6,10.3,3509,523,10.6,4,3762,406,7.3,3.5,3508,409,8.3,4.5,8070,621,3.3,1.4,6592,475,3.9,2.3,3697,379,6.2,2.8,3226,329,4,1.9,4254,303,6.1,3.8,3740,347,0,11.3
80640,8484,558,5.1,1.5,525,218,13.7,16.3,749,192,17.2,10.8,823,219,3,3.8,1256,257,3.5,3.4,2040,338,3.2,2.7,1336,230,1.6,1.8,653,225,4.5,5.1,492,148,5.2,8.7,461,85,24.7,22.9,149,67,0,67.2
80642,3213,389,2,1.9,110,52,0,47.5,252,154,0,12.1,266,125,1.9,3.6,279,96,0,21.3,631,168,1.7,2.5,839,184,0,4.7,340,102,9.6,14,220,111,0,19.9,202,63,10.3,15.3,74,57,0,100
80643,2414,296,3.7,2.4,103,58,0,69.1,111,55,2.5,4.4,140,80,0,33.9,148,72,2.5,3.8,435,130,12.4,9.3,414,118,0,9,271,105,0,12.6,292,113,0,16.1,358,120,5.4,8.4,142,61,0,82.3
80644,2444,325,5.1,3.1,182,71,18.3,19.5,189,86,0,18.7,165,86,18.3,22.1,123,49,6,6.9,459,138,2.2,2.5,600,130,1.3,1.9,272,91,14.8,19.9,134,69,0,29.2,239,79,0,23.9,81,50,-,**
80645,3567,322,12.4,4.2,261,96,62.4,29.3,230,83,18.2,11.4,246,83,18.6,14,282,99,11.4,11.2,600,156,9.7,4.8,658,149,5,3.7,293,87,9.9,9.8,346,99,0,13.1,359,90,0,34.3,292,106,26.7,28.8
80648,812,151,5.1,2.7,42,23,10,16.8,62,36,26.7,17.1,61,32,3.5,5.1,58,32,0,49.6,153,65,3.8,6.7,160,56,0.7,2.5,112,40,4.1,6.2,83,50,0,39.1,20,12,0,100,61,32,-,**
80649,222,79,4.7,6.1,14,12,33.3,66.7,2,5,0,100,4,6,-,**,6,7,0,100,23,19,0,59.4,25,14,0,67.2,43,22,15.6,22.9,47,29,0,47.5,53,54,0,95,5,8,-,**
80650,1215,178,6.7,3.7,77,47,25.8,35.4,67,36,47.3,31.9,111,48,0,25.9,37,35,10.3,21.2,162,72,5.3,9.3,302,105,0,11.2,101,38,7.8,11.9,105,47,0,36.7,138,46,13.3,25.8,115,53,0,63.7
80651,3344,283,4.8,2.7,226,114,0,35.3,249,86,10.3,9.4,263,100,0,14.9,346,122,8.2,10.7,490,102,3.7,4.7,660,124,4.5,4,264,96,0,19.7,182,73,14.3,21.1,421,135,0,21.4,243,107,-,**
80652,392,165,0,15.9,11,17,-,**,13,21,-,**,0,11,-,**,99,119,0,31.1,12,19,0,82.3,30,33,0,52,26,29,0,55.9,55,60,0,85.9,111,73,0,69.1,35,41,-,**
80653,557,107,3.3,3.8,11,12,0,100,12,12,0,82.3,43,28,0,54.8,38,27,0,48.2,82,40,0,32,94,41,14.3,14.9,89,30,0,35.6,50,24,0,55.9,99,35,0,79,39,43,0,100
80654,2053,185,4.7,2.8,142,53,3.3,7.1,136,60,5.3,7.2,128,51,7.7,11.6,120,38,14,19.6,281,73,0,12.4,350,97,8.2,8.8,237,71,1.2,2,238,80,3.7,4.8,261,61,0,28.9,160,45,0,71.2
80701,12165,314,5.3,1.7,895,129,9.3,6,1114,149,16.1,9.7,1099,150,2.5,3.9,1008,117,4.3,3.4,1980,164,5.7,4,2215,213,2.1,2.1,871,135,9.4,8.8,714,142,0,5.9,1146,142,0,7.2,1123,146,0,43
80705,780,112,6.5,4.5,41,23,0,63.7,76,42,15.7,19.8,69,40,5.1,9.1,72,43,0,35.3,134,57,6,9.2,106,44,5,6.5,49,22,16.2,24.6,56,22,3.2,11.1,108,44,0,65.4,69,29,-,**
80720,2341,112,5,3,142,29,14,19.6,173,47,20.6,28.2,209,38,6,6.8,200,41,6.7,6,278,54,1.5,2.2,406,52,0,10.5,205,44,2.5,4.1,173,43,0,23.6,261,36,10,14.7,294,34,0,65.4
80721,153,75,0,25.1,0,11,-,**,25,33,-,**,0,11,-,**,0,11,-,**,5,9,0,100,54,41,0,48.9,34,39,0,48.9,17,16,0,85.9,18,25,0,67.2,0,11,-,**
80722,241,90,0,18.8,4,6,-,**,15,14,0,85.9,40,32,0,46.2,28,27,0,63.7,9,11,0,95,67,52,0,50.4,10,7,0,100,8,9,0,100,45,38,0,76.1,15,12,0,100
80723,5229,229,9.4,4,358,91,25.3,27.9,415,145,16,15.6,450,114,19,14,447,121,24.7,26.3,671,148,0,5.8,913,175,6.7,5.2,365,114,1.3,1.9,457,122,3.1,4,460,132,0,21,693,146,0,60.7
80726,445,109,5.9,7.1,58,35,0,71.2,13,16,0,100,10,16,0,90.1,42,36,0,48.2,84,31,0,32.3,83,52,27.4,25,62,36,0,38.1,15,10,0,95,55,30,0,73.6,23,11,0,85.9
80727,250,81,14.5,14,22,22,0,100,10,9,0,90.1,19,20,15.4,30.1,25,21,25,33.8,48,30,43.3,47.8,51,29,0,46.8,13,11,0,79,16,13,28.6,44.9,39,33,0,69.1,7,6,-,**
80728,881,120,5.4,3.4,45,24,0,69.1,65,29,6.5,9.6,86,43,3.8,5.3,43,36,17.1,16,164,66,6.1,9.9,203,53,1.7,2.5,64,24,15.9,18.8,82,30,0,44.5,54,19,0,100,75,28,12.5,22.3
80729,400,85,8.3,6.6,11,10,50,50,33,25,0,52,2,3,0,100,23,23,53.8,24.1,48,31,4.9,12.3,55,27,0,42,35,20,23.5,31.1,43,23,0,50.4,91,35,0,57,59,25,0,100
80731,1205,106,6.5,3.2,84,32,22.6,23,89,41,11.1,10.9,33,22,0,52.9,56,25,0,40.3,184,47,5.5,7.8,196,37,9.1,8.6,95,33,6.1,10.9,111,39,0,32.3,148,35,0,43.5,209,53,0,62.2
80733,397,71,6.2,4.3,16,11,0,100,35,32,7.1,14.2,15,16,37.5,49.6,22,18,25,35.3,37,19,0,54.8,79,34,0,37,62,26,3.4,5,58,28,2.3,6.8,38,17,37.5,48.3,35,22,0,100
80734,2149,148,4.7,3.6,147,53,0,51.2,122,59,32.6,27.5,115,54,0,28.2,240,72,1.4,2.4,295,81,8.3,9.5,324,100,0,10.2,180,60,4.7,6.6,155,58,0,33.9,190,51,0,24.3,381,83,0,41.6
80735,234,75,0,16.8,7,11,0,100,4,7,0,100,26,26,0,60.7,65,44,0,38.4,31,18,0,52.9,11,13,0,90.1,16,16,0,76.1,16,13,0,90.1,44,33,0,85.9,14,13,-,**
80736,456,101,0,11,28,20,0,100,27,27,0,60.7,44,32,0,57,42,28,0,53.8,37,23,0,53.8,101,48,0,32.7,27,19,0,100,63,37,0,41.1,52,23,0,69.1,35,24,0,100
80737,1275,93,5.5,3.5,80,41,0,69.1,62,40,0,48.9,68,34,10.3,14.2,40,22,0,57,142,38,1.6,2.5,158,51,13.8,13.6,121,37,4.1,5.1,145,40,0,28.7,219,45,9,10.5,240,51,0,60.7
80740,131,45,5.6,7.3,10,15,-,**,9,12,0,95,0,11,-,**,4,5,0,100,19,17,0,90.1,25,13,22.2,27.2,16,11,0,76.1,13,10,0,90.1,18,14,0,100,17,7,0,100
80741,676,114,3.1,3.1,40,36,0,54.8,59,35,27.1,26.3,73,35,0,38.1,56,36,0,39.5,60,30,0,41.1,107,32,1.1,3.1,75,35,0,34.9,41,23,0,79,120,44,0,47.5,45,19,0,100
80742,176,42,8.4,9.1,8,8,75,74.7,4,5,0,100,7,8,0,100,17,21,0,69.1,13,9,30.8,41.9,32,19,3.3,8.5,25,15,0,85.9,20,12,0,100,28,11,0,82.3,22,18,100,100
80743,795,82,6.6,3.8,54,21,5.6,11.7,61,35,29.8,32.5,26,18,16,15.4,28,13,0,55.9,123,30,5.1,4.2,112,34,0,26.3,85,26,4.2,4.7,87,29,2.9,3.6,135,32,4,5.1,84,26,42.9,46.9
80744,401,75,10.2,6.1,25,16,0,95,57,35,27.3,21.1,37,23,0,65.4,9,9,55.6,42.8,47,24,2.8,8.4,61,26,3.6,5.7,39,23,9.4,12.8,45,21,0,59.4,43,19,0,95,38,16,0,100
80745,146,53,12.2,12.7,3,5,0,100,6,8,100,100,10,17,0,90.1,19,22,15.8,23.8,24,32,0,100,14,12,0,100,3,5,0,100,35,38,0,59.4,19,13,0,100,13,17,-,**
80746,52,33,18.2,29.6,0,11,-,**,2,4,0,100,3,5,0,100,0,11,-,**,0,11,-,**,6,6,66.7,66.7,0,11,-,**,3,4,0,100,14,14,0,100,24,19,-,**
80747,459,96,9.3,5.2,24,16,50,37.6,56,31,17.9,20.4,47,34,6.4,10.1,14,14,0,76.1,41,27,0,44.5,104,38,4.3,5.9,70,31,19.6,17.1,28,14,0,60.7,31,18,0,100,44,24,0,69.1
80749,261,51,4.3,3.6,8,6,75,49.7,12,10,0,82.3,12,7,0,85.9,12,7,33.3,40.3,13,11,0,85.9,49,26,0,45.1,33,14,0,52,53,27,0,52,34,14,0,79,35,14,-,**
80750,238,83,2.8,4.1,13,20,-,**,0,11,-,**,36,28,0,47.5,29,27,17.2,27.3,17,21,0,100,41,50,0,57,45,29,0,44.5,7,10,0,100,45,35,0,49.6,5,7,-,**
80751,14904,262,9.9,4.9,1281,189,27.3,14,1870,285,35.1,17.5,1166,161,0,3.3,1101,140,0,4.3,2266,250,3.2,3.1,2099,161,5.5,4.9,1095,174,4.1,3.6,1219,214,0,4.8,1340,115,3.2,4.9,1467,85,0,16.2
80754,147,49,8.8,10.2,15,13,-,**,6,7,0,100,2,3,0,100,0,11,-,**,41,33,0,54.8,40,22,23.3,24.3,15,15,0,85.9,3,8,0,100,9,7,-,**,16,12,0,100
80755,112,66,0,35.6,23,23,-,**,0,11,-,**,14,19,0,76.1,14,17,0,76.1,20,19,0,82.3,22,24,0,100,9,10,0,95,2,3,0,100,7,8,0,100,1,3,-,**
80757,185,47,9.6,10.3,15,12,-,**,2,7,0,100,12,11,0,82.3,32,16,0,54.8,29,15,0,82.3,32,16,18.5,24.8,26,13,27.3,34.9,12,9,0,90.1,11,9,0,100,14,9,-,**
80758,2837,218,3.7,2.2,292,83,13.5,14.1,145,62,0,22,225,68,2,4.1,307,76,3.4,5.6,375,94,6.1,7.8,450,105,0,7.7,240,67,3.6,4.9,276,79,4.3,6.6,265,71,0,26.8,262,83,0,95
80759,3900,305,0.6,0.9,136,89,0,50.4,322,116,6.7,9.2,358,115,0,10.4,311,108,0,12.7,566,129,0,5.4,574,125,0,6,348,142,0,9.2,264,137,0,17.5,490,109,0,14.4,531,95,-,**
80801,107,38,0,34.3,11,8,0,100,2,3,-,**,0,11,-,**,0,11,-,**,7,6,0,100,29,14,0,55.9,10,11,0,90.1,17,10,0,73.6,23,23,0,100,8,8,-,**
80802,181,61,4.1,5,0,11,-,**,22,25,27.3,39.5,10,10,0,100,14,12,0,90.1,38,29,0,46.2,45,32,0,46.2,13,10,0,100,23,15,0,63.7,5,6,0,100,11,12,0,100
80804,250,54,3.4,3.3,15,10,33.3,58.8,16,17,0,73.6,16,17,6.3,20.6,11,9,0,85.9,14,10,0,82.3,39,20,5.6,9.2,37,18,0,63.7,39,19,0,51.2,44,18,0,69.1,19,12,0,100
80805,392,92,3.6,3.6,26,18,66.7,43.9,18,20,0,67.2,17,15,0,95,61,44,0,37.7,41,27,0,52,94,47,2.2,5.5,26,16,0,63.7,23,15,0,73.6,52,24,8.7,11.9,34,18,0,100
80807,4088,183,5.2,2.8,116,62,0,31.7,269,114,1.9,3.1,329,104,0,12.6,456,69,12.6,13.8,729,79,15.4,13.4,693,111,1.1,1.8,320,75,0,10.3,310,81,17.7,22.5,470,74,0,14.3,396,56,0,36
80808,4550,379,7.5,3,214,60,30.8,18.2,230,110,19.1,16.8,563,210,13.3,12.1,238,84,14.3,11.6,655,125,6,4.4,972,203,1.8,1.4,583,155,3.8,3.3,389,98,12.1,18.1,478,108,0,14.8,228,83,0,100
80809,1324,227,8.8,5.5,68,48,0,44,51,36,0,45.6,50,56,6,13.9,42,30,0,45.1,148,99,5.7,11.3,239,83,12.3,12,231,88,0,16,197,72,26.4,25.1,220,91,8.2,12.7,78,44,-,**
80810,926,113,12.3,7.2,62,30,0,53.8,67,35,40,34.8,62,33,19.1,28.3,67,36,39.3,29.7,137,38,0,22.9,200,57,7.7,7.4,104,29,5.4,8.7,64,26,14,16.6,56,24,0,53.8,107,36,0,100
80812,152,40,1.2,2.3,7,8,-,**,0,11,-,**,0,11,-,**,0,11,-,**,36,23,0,63.7,21,10,5.9,10.7,16,10,0,76.1,31,12,0,59.4,11,9,0,100,30,15,0,100
80813,1520,225,5,2.7,84,47,19.3,22.8,129,71,1.6,3.3,122,67,5.6,8.7,99,54,3.8,7.2,128,61,8.8,10.4,196,62,10,8.6,192,58,0,21.1,230,104,0,18.7,201,90,0,40.3,139,60,0,76.1
80814,3096,424,9.1,4.7,220,98,13.6,23.1,73,58,0,35.6,32,37,0,95,193,104,17.6,26.3,437,146,14.9,16.8,788,202,5.8,5.4,430,134,3.4,5.6,352,125,20.6,21.5,426,147,0,29.2,145,95,-,**
80815,688,103,9.6,5.7,66,35,61.7,42.5,56,36,0,45.6,29,21,0,60.7,33,18,0,52,70,31,10,16.2,115,37,2.9,4,68,30,0,37.7,55,23,0,42,90,29,0,45.6,106,30,40,50.6
80816,4714,485,8.5,5.3,139,77,33.3,37.1,333,174,27.4,34.4,216,117,17.6,26,195,118,0,15.4,481,176,12.5,14.8,730,195,2,3.4,793,227,8.3,11.1,673,147,5.4,8,907,178,0,12.9,247,122,0,100
80817,19853,566,8,2.2,1599,313,18.4,12.6,1404,328,17.9,9.5,2782,449,7.4,4.7,2589,369,6.1,5.1,4141,398,6.5,3.9,3619,400,8.4,3.6,1283,272,0,3.5,859,224,3.8,4.6,891,200,20.5,25.2,686,180,0,65.4
80818,211,67,7.2,9.7,2,7,0,100,10,13,0,100,31,35,39.3,48.7,7,10,0,100,12,15,0,90.1,41,23,0,47.5,17,11,0,79,6,7,0,100,43,24,0,57,42,20,0,57
80819,604,124,9,6,46,26,40,60,32,27,8.3,14.5,15,14,0,73.6,20,17,0,63.7,55,30,0,39.1,135,58,5.9,11.1,78,35,20.3,21.3,96,40,17.8,20.7,87,35,0,45.6,40,20,100,100
80820,565,164,4.9,8.1,3,13,-,**,0,11,-,**,0,11,-,**,12,18,0,82.3,33,48,6.1,55.9,64,43,0,46.2,51,49,0,54.8,184,89,0,33,193,87,34.8,47.6,25,32,-,**
80821,813,106,2.5,3,25,35,25,38.7,90,46,4.1,13.4,41,36,2.5,8.2,58,35,2.4,10.4,82,40,0,45.1,111,44,2.7,5,47,23,0,46.2,52,19,0,59.4,161,42,0,49.6,146,50,0,85.9
80822,206,60,0,19.5,13,12,0,100,8,11,0,100,15,18,0,73.6,27,24,0,57,26,17,0,90.1,30,14,0,54.8,25,16,0,59.4,18,13,0,69.1,35,23,0,95,9,8,-,**
80823,137,39,3,7.2,13,18,-,**,8,11,0,100,16,21,6.7,18.4,3,6,0,100,4,8,0,100,11,13,12.5,39.5,17,9,0,71.2,14,9,0,100,29,10,0,85.9,22,20,0,100
80824,201,74,15.1,22.2,8,10,-,**,13,13,0,79,24,19,0,62.2,5,7,0,100,10,12,0,90.1,57,51,38.9,40.7,17,14,0,73.6,6,8,0,100,46,28,0,69.1,15,18,-,**
80825,332,76,6.5,7.9,29,21,0,90.1,28,21,0,65.4,30,25,45.8,40.5,29,18,0,62.2,63,24,0,43,60,31,5.4,11.5,23,14,0,67.2,23,15,0,76.1,25,11,0,95,22,11,-,**
80827,618,214,2.8,4.5,46,53,-,**,0,11,-,**,0,11,-,**,0,11,-,**,24,38,0,79,96,63,0,26.3,162,92,0,23.7,60,57,15,28.1,230,141,0,41.6,0,11,-,**
80828,3132,174,7.7,6,155,33,27.7,40.4,256,63,0,34.9,360,75,16.9,25.3,409,102,11.5,19.6,636,94,2.2,3.6,491,82,0,12.4,276,58,10.1,13.2,156,51,7.8,12.8,184,57,0,51.2,209,48,88.9,36.6
80829,5053,282,6.3,3.3,194,85,0,23.6,304,155,8.2,11.6,399,168,13.2,10.5,303,155,0,10.7,957,237,13.3,12,815,233,1.1,1.8,459,132,3.8,5.6,543,169,0,8.4,740,206,7.2,8.6,339,151,0,67.2
80830,189,50,3.2,4.7,0,11,-,**,0,11,-,**,3,4,0,100,0,11,-,**,19,18,0,65.4,25,19,25,28.4,23,25,0,59.4,33,23,0,52.9,74,32,0,48.2,12,12,-,**
80831,17649,879,8.7,3,1760,354,35.7,15.5,1068,273,15.6,8.6,1120,293,22.9,13.5,1564,324,3.9,6.2,3893,412,4.4,2.7,3805,439,4.5,2.6,1363,315,4.6,6.3,1112,268,1.6,3,1579,227,10.2,10.9,385,118,-,**
80832,405,77,9.7,7.2,31,20,-,**,10,9,0,100,10,11,62.5,57.2,32,27,0,100,33,22,3.3,6.7,98,36,15.7,13.5,52,24,7.7,12.9,50,23,0,71.2,55,22,0,60.7,34,26,0,79
80833,491,114,4.4,4.2,31,35,-,**,37,26,0,55.9,29,19,0,100,11,12,0,100,52,26,0,52.9,88,56,9.4,14.1,68,27,7.5,11,56,34,0,48.9,51,27,0,100,68,29,0,100
80834,236,50,9.8,7.8,33,20,56.3,45.5,13,12,0,79,17,17,0,69.1,4,7,0,100,8,6,0,100,43,19,8.3,14.6,27,18,0,76.1,11,9,0,100,40,17,0,82.3,40,17,0,100
80835,718,126,8,5.4,39,30,-,**,20,16,-,**,32,29,41.9,49.1,79,44,6.9,10.4,94,38,9.6,7.4,158,51,7.3,8.2,86,53,0,36,65,33,0,43.5,66,27,0,69.1,79,30,0,100
80836,820,92,6.1,4.4,106,41,27.8,37.3,51,36,2,4.7,69,31,0,40.3,47,21,17.4,13.8,73,53,0,36.7,189,51,1.4,1.8,62,21,0,38.8,70,24,11.3,15.4,88,26,4.8,7.5,65,25,0,100
80840,5103,285,6.8,4.5,1321,191,-,**,2825,219,31.6,42.7,226,91,0,67.2,191,66,9.5,10.5,297,93,2.8,5.7,162,73,7.4,9.9,33,22,0,90.1,10,10,0,90.1,18,21,0,100,20,24,-,**
80860,556,119,4.1,3.5,19,16,0,100,20,19,0,63.7,15,16,0,85.9,28,19,16.7,25.2,61,33,11.5,11.6,120,55,0,23.2,58,28,0,44,108,51,7.4,10.3,108,45,0,71.2,19,14,-,**
80861,204,61,2.4,4.2,7,8,0,100,17,21,18.8,43.3,44,32,0,48.2,4,5,0,100,15,12,0,79,22,17,0,73.6,15,10,0,100,6,5,0,100,48,27,0,62.2,26,14,0,100
80862,32,17,0,69.1,3,4,-,**,0,11,-,**,3,6,0,100,2,3,-,**,2,4,0,100,0,11,-,**,1,3,0,100,9,8,0,100,9,7,0,100,3,4,-,**
80863,9983,469,8.4,2.9,670,173,31.8,17.8,521,116,19.8,17.8,517,110,5.7,8.3,468,125,17.4,13.8,1502,193,7.4,6.5,2283,278,4.9,3.5,1400,232,0.8,0.9,803,188,7.2,8.2,1303,195,12,15,516,131,0,47.5
80864,1042,170,10.5,5.3,55,30,69.2,44.3,43,20,20,27.8,56,34,16.3,20.7,83,56,9.2,16.6,99,44,0,35.3,256,79,7.3,5.4,90,36,8.1,11.3,198,92,13.5,14.9,106,51,0,73.6,56,30,-,**
80902,8063,524,10.9,5.5,740,166,0,100,2693,394,4,7.3,1945,325,9.3,8.4,938,211,11.4,15.6,1383,211,12.6,12.6,299,131,33.8,36.3,42,37,100,79,23,31,-,**,0,18,-,**,0,18,-,**
80903,13563,599,11.4,2.4,1698,226,30.8,10.7,2188,375,15.6,5.5,1551,266,7.1,4.8,1244,237,6.1,4.5,1663,282,8.9,4.7,1567,198,10.1,4.8,1079,226,9.8,5.8,918,205,14.9,15.3,923,156,7.8,11,732,157,0,40.3
80904,17775,704,8.7,1.7,669,192,38.7,17,1445,347,12.4,8.1,1806,314,2.6,2.2,1445,264,9.2,7.4,2179,242,7.2,3.5,2669,291,7.1,4.1,1414,219,7.9,4.7,1613,241,6.9,5.2,2307,256,8.7,7.1,2228,279,16.9,23.7
80905,13792,797,7.5,2.1,676,205,38.3,31.9,1677,434,3.4,4.1,1678,424,5,5.1,1194,246,11.2,7.9,1873,419,4.7,3.3,2398,357,5.8,3.2,1175,225,6.7,7.3,985,206,11.9,10.2,1152,210,15.4,12.6,984,156,0,23.2
80906,29692,1099,8.1,1.6,1636,336,21.4,15.8,3248,611,21.2,9.5,2646,474,5.5,4.1,2395,455,15.8,8.6,4501,544,3,2.2,4870,516,5.2,2.5,2019,306,6.3,3.2,2263,343,4.4,3.1,3466,287,8.4,5.6,2648,281,0,18
80907,23453,791,8.5,1.4,1117,241,29,12.4,2573,400,8.9,5.4,2050,270,8.4,4.4,2073,277,6.8,3.6,3096,286,4,2.3,3961,343,6.8,2.5,2185,240,12.4,5.9,1906,231,13.3,5.7,2349,246,0.7,1.7,2143,212,5.8,8.9
80908,11218,557,6.8,2,996,208,29.5,15.5,352,152,26.4,20.2,563,270,8.8,8.5,546,182,6.9,7.1,1677,264,4.2,3.7,2565,299,1.4,1.6,1303,260,0,2.9,1327,274,7.3,7.2,1262,217,17,14,627,171,0,48.2
80909,29838,1101,9.3,2,1544,342,30.7,11.3,2941,447,15,8,3327,437,14.5,7.8,3225,507,8,4.1,4210,489,6.7,3.8,4641,473,6.9,3.3,2199,302,2.4,2.2,1980,298,3.4,3,2814,238,3.3,3.2,2957,275,0,17
80910,23327,965,15,2.4,1552,310,48.6,16.8,3445,492,16.1,6,2884,375,14.5,5.4,2207,305,15.9,6.7,3913,470,8,3.1,3242,352,15.8,4.5,1421,221,10,7.2,1249,220,5.8,6.5,1571,199,9.8,9.4,1843,253,28.6,26.1
80911,24415,731,9.4,1.7,1476,258,41.6,15.6,2463,347,14.4,5.9,2569,311,12.8,4.7,2278,344,14.9,6.1,3833,425,6.6,3,4271,400,4.8,1.9,2059,277,3.6,2.9,1437,271,1.5,2.8,2216,280,1.2,2.2,1813,244,0,32.7
80913,3169,308,0,45.6,502,126,-,**,1938,256,-,**,491,125,0,90.1,167,72,0,90.1,40,29,-,**,31,37,0,65.4,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**
80914,296,146,-,**,42,40,-,**,228,106,-,**,23,22,-,**,0,11,-,**,3,6,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**
80915,15469,710,5.9,1.9,946,289,33.3,19.2,1671,483,13.6,9.9,1916,328,8.7,7.2,1501,235,1.2,1.9,2415,387,3.9,3.1,2571,269,2.3,1.9,966,193,1.6,2.9,1006,175,0,4.9,1409,219,4.5,6.4,1068,193,-,**
80916,27656,955,11.9,2.2,1975,287,41.9,13.9,4237,640,29.6,7.9,4369,463,11.8,4.6,3371,406,2.8,2.2,4987,499,5.3,3,3725,394,6.9,3.1,1413,222,4.8,3.6,1418,205,12.8,6.9,1496,202,4.5,6.6,665,138,0,37.7
80917,25121,732,9.2,2.2,1870,314,28.7,11.1,2552,445,20.8,9.8,2351,374,5,3,2100,331,9.3,5.1,3789,351,6.2,2.9,3826,384,5.5,2.5,2242,241,2.4,1.9,2139,261,6,4.3,2432,263,12.7,11.1,1820,219,0,19.4
